global_step,eval_loss,train_loss,mrr@1,mrr@2,mrr@3,mrr@5,mrr@10,top_1_accuracy,top_2_accuracy,top_3_accuracy,top_5_accuracy,top_10_accuracy
1922,13.967905725751605,0.21704794466495514,0.02213666987487969,0.02622714148219442,0.02815206929740135,0.030028873917228104,0.03195762103365568,0.02213666987487969,0.030317613089509143,0.03609239653512993,0.04443375040102663,0.0588707090150786
2000,14.601286721607995,0.4511457085609436,0.03144048764837985,0.037616297722168755,0.04071757031333547,0.04321997647310448,0.04591398424410936,0.03144048764837985,0.04379210779595765,0.05309592556945781,0.06400384985563042,0.08389477061276869
3844,21.31322651817685,0.03985908627510071,0.40166827077317935,0.4404074430542188,0.453026414287242,0.4615041172067158,0.4670154961781526,0.40166827077317935,0.47914661533525826,0.5170035290343279,0.5538979788257941,0.595283926852743
4000,22.6620363507952,0.016995031386613846,0.3427975617581007,0.3787295476419634,0.3910276975724522,0.3987274088332799,0.4045936645431352,0.3427975617581007,0.41466153352582613,0.45155598331729224,0.48540263073468076,0.528232274623035
5766,28.502324694678897,0.0006468661595135927,0.42412576195059354,0.46815848572345203,0.48157951021281153,0.4896561865041172,0.4957193908469173,0.42412576195059354,0.5121912094963106,0.5524542829643888,0.5877446262431826,0.6331408405518126
6000,28.217200869605655,0.00897560827434063,0.38675008020532564,0.42556945781199873,0.4370655544861512,0.4449737995936264,0.45040860157558904,0.38675008020532564,0.4643888354186718,0.4988771254411293,0.5336862367661213,0.5731472569778633
7688,32.373034189617826,0.005070310086011887,0.47256977863330124,0.511469361565608,0.5236071008448294,0.5319885573735429,0.5372556920319191,0.47256977863330124,0.5503689444979146,0.5867821623355791,0.6230349695219762,0.6621751684311838
8000,33.430811866881356,5.672957195201889e-05,0.5170035290343279,0.5593519409688803,0.5735750187145761,0.5824056250668378,0.5877497822998303,0.5170035290343279,0.6017003529034328,0.6443695861405198,0.6828681424446583,0.7218479307025987
9610,36.759786636110334,0.0008247397490777075,0.597850497273019,0.6426852743022137,0.6568548818308202,0.6658940220297295,0.6713335981382179,0.597850497273019,0.6875200513314084,0.7300288739172281,0.7693294834777029,0.8097529675970484
10000,36.79358951629154,0.0005982475122436881,0.6283285210137953,0.6730028873917228,0.6844455138487862,0.69292321676826,0.697940951056928,0.6283285210137953,0.7176772537696503,0.7520051331408405,0.7895412255373757,0.8272377285851781
11532,38.96617011418418,0.00011937753151869401,0.5861405197305101,0.6353063843439204,0.648780879050369,0.6583734359961501,0.6641242214991011,0.5861405197305101,0.6844722489573307,0.7248957330766763,0.7672441450112287,0.8095925569457812
12000,39.327001934959775,0.0023176497779786587,0.5381777350016042,0.5807667629130574,0.5939204363169714,0.6040423484119345,0.609903257100081,0.5381777350016042,0.6233557908245108,0.6628168110362528,0.7072505614372795,0.7505614372794354
13454,41.3695326305571,5.147653041603917e-07,0.4773820981713186,0.5254250882258582,0.5408779809646027,0.5525077531814778,0.5599696492862999,0.4773820981713186,0.5734680782803978,0.6198267564966313,0.6706769329483477,0.7264998395893487
14000,41.5930289011153,0.00018826793530024588,0.5211742059672763,0.5699390439525185,0.584750294086194,0.595578013046733,0.6022376649301577,0.5211742059672763,0.6187038819377607,0.6631376323387873,0.7107795957651588,0.76018607635547
15376,41.79164729042659,1.3897412827645894e-05,0.6499839589348733,0.6943375040102663,0.7061544219869533,0.7139102769757245,0.7192497873922319,0.6499839589348733,0.7386910490856593,0.7741418030157202,0.8076676291305742,0.8471286493423164
16000,43.90624000912621,9.473036334384233e-05,0.5433108758421559,0.5853384664741739,0.5983851994439097,0.6074804833707624,0.6138282893095213,0.5433108758421559,0.6273660571061919,0.6665062560153994,0.7061276868784088,0.753609239653513
17298,43.493524218362474,0.0005113070947118104,0.6002566570420276,0.6434873275585499,0.6566410009624639,0.6662656400384985,0.6718430929210525,0.6002566570420276,0.6867179980750722,0.7261790182868142,0.7682066089188322,0.8089509143407122
18000,43.71751924545046,3.933750122087076e-06,0.6737247353224254,0.7119024703240295,0.722115281788044,0.7299272805047589,0.7340500252073882,0.6737247353224254,0.7500802053256336,0.7807186397176773,0.8145652871350658,0.8450433108758422
19220,45.624222165062314,5.163784862816101e-06,0.6323387872954764,0.6730028873917228,0.6854614479734786,0.6925596192920542,0.6981175300833626,0.6323387872954764,0.7136669874879692,0.751042669233237,0.7816811036252808,0.8222649983958935
20000,45.99198356507316,1.2472157322918065e-05,0.6324991979467437,0.6730830927173564,0.6857555341674687,0.6937600256657042,0.69848882981703,0.6324991979467437,0.7136669874879692,0.7516843118383061,0.7866538338145653,0.821944177093359
21142,44.307092757452104,2.655111757121631e-07,0.4348732755854989,0.47802374077638754,0.4913378248315688,0.501572024382419,0.5078901034266771,0.4348732755854989,0.5211742059672763,0.5611164581328201,0.6057106191851139,0.652390118703882
22000,46.91972696213495,1.6241983757936396e-06,0.7005133140840551,0.7410170035290343,0.7511763447759597,0.7582504544968452,0.7616537701595449,0.7005133140840551,0.7815206929740135,0.8119987167147898,0.842957972409368,0.8681424446583254
23064,47.99339112781343,0.0,0.6021815848572345,0.6478986204683991,0.6614800556090257,0.6725724521441557,0.6781761945501118,0.6021815848572345,0.6936156560795637,0.7343599615014437,0.7828039781841514,0.8241899262111004
24000,47.81907980782645,0.00012403438449837267,0.595283926852743,0.6442893808148861,0.6574965244358894,0.6672013688375574,0.672786333012512,0.595283926852743,0.6932948347770292,0.7329162656400385,0.7749438562720564,0.816008982996471
24986,49.23540206182571,0.0,0.712864934231633,0.748716714789862,0.7602128114640145,0.766998182012619,0.7715982120577886,0.712864934231633,0.7845684953480911,0.8190567853705486,0.8487327558549888,0.8820981713185756
26000,47.59513727823893,4.768369876728684e-08,0.67869746551171,0.7205646454924607,0.7333974975938402,0.741827077317934,0.7464679102311441,0.67869746551171,0.7624318254732114,0.80093038177735,0.8376644209175489,0.8715110683349374
26908,49.622124142116974,2.2216245554318448e-07,0.5733076676291305,0.6197465511709978,0.6322585819698427,0.6427975617581007,0.6491132855666061,0.5733076676291305,0.666185434712865,0.7037215271094001,0.7495989733718319,0.7962784728905999
28000,50.914085509285094,2.2649703623756068e-07,0.6923323708694258,0.7343599615014437,0.7455887070901508,0.7530638434392044,0.7575761568663396,0.6923323708694258,0.7763875521334617,0.8100737888995829,0.842316329804299,0.8752005133140841
28830,49.95367940266927,6.502323657286979e-08,0.7625922361244787,0.7992460699390439,0.809191530317613,0.8152550529355148,0.8187446211507808,0.7625922361244787,0.8358999037536092,0.8657362848893166,0.8920436316971447,0.9173885145973693
30000,49.89485846625434,5.006762648918084e-07,0.7016361886429259,0.7405357715752326,0.7520853384664742,0.7600737888995828,0.7640730428627446,0.7016361886429259,0.7794353545075393,0.814084055181264,0.8485723452037215,0.8780879050368945
30752,50.2593736194429,5.418603787887832e-09,0.7702919473853064,0.8060635226179018,0.8150465190888675,0.8209095283926852,0.8248311868860473,0.7702919473853064,0.8418350978504973,0.8687840872633943,0.8946102021174206,0.9234841193455245
32000,49.32898615277003,3.278254823158022e-08,0.7388514597369266,0.7763073468078281,0.7864666880547535,0.7933322639289915,0.7973665281533424,0.7388514597369266,0.8137632338787295,0.844241257619506,0.8739172281039461,0.9039140198909208
32674,51.54507791428339,4.556829480861779e-06,0.8038177735001604,0.8371831889637472,0.8455245428296438,0.8504972730189284,0.8532546175351757,0.8038177735001604,0.870548604427334,0.8955726660250241,0.9175489252486365,0.9377606673083093
34000,51.22376626635354,2.38418529363571e-08,0.8103946102021174,0.8421559191530318,0.8496952197625922,0.8540102662816811,0.8570134464864975,0.8103946102021174,0.8739172281039461,0.8965351299326275,0.9154635867821623,0.9372794353545075
34596,51.35199198647151,0.0,0.8277189605389798,0.8557908245107475,0.8642925890279115,0.8684552454282962,0.8711497624394641,0.8277189605389798,0.8838626884825153,0.909367982034007,0.9276547962784729,0.9472248957330767
36000,52.37046662587968,0.0018544530030339956,0.8562720564645493,0.8855470003208213,0.8920168965886003,0.8953454176023956,0.8969824974156061,0.8562720564645493,0.9148219441770934,0.9342316329804299,0.9488290022457491,0.9606993904395252
36518,52.64988551064143,4.497419183735474e-07,0.8607635547000321,0.8851459736926532,0.8907068762699177,0.8945166292375146,0.8960714667644408,0.8607635547000321,0.9095283926852743,0.9262111004170677,0.9425729868463266,0.9544433750401027
38000,51.510814182342045,0.05699644610285759,0.7531280076997112,0.7898620468399101,0.7988450433108758,0.8050449149823548,0.8092788650055253,0.7531280076997112,0.826596085980109,0.8535450753930061,0.8803336541546358,0.9109720885466795
38440,52.62475925021701,0.0,0.7605068976580045,0.7983638113570741,0.8086300930381778,0.8151026628168111,0.8185354507539301,0.7605068976580045,0.8362207250561438,0.8670195700994546,0.8952518447224895,0.9202759063201796
40000,53.895299215165394,7.152513035180164e-07,0.7933910811677896,0.8269169072826436,0.8349374398460058,0.8393808148861084,0.8426134077842452,0.7933910811677896,0.8604427333974976,0.8845043310875842,0.9039140198909208,0.9271735643246711
40362,54.08606411161877,0.0,0.7659608598010907,0.8026146936156561,0.8112768687840872,0.8175729868463266,0.8206246721766451,0.7659608598010907,0.8392685274302214,0.865255052935515,0.8928456849534809,0.9156239974334296
42000,52.38650767008463,0.17468920350074768,0.762752646775746,0.8011709977542509,0.8111164581328201,0.8169794674366379,0.8203542019952029,0.762752646775746,0.8395893487327558,0.8694257298684632,0.8949310234199551,0.9191530317613089
42284,52.60177031017485,2.0048791782301123e-07,0.7407763875521335,0.7774302213666987,0.7876430328307132,0.7937065554486152,0.7970812900071803,0.7407763875521335,0.814084055181264,0.8447224895733076,0.8710298363811357,0.896214308630093
44000,54.116575574117995,1.714940844976809e-05,0.753609239653513,0.7905036894449792,0.8008234413431718,0.807007271949524,0.8101772919626624,0.753609239653513,0.8273981392364453,0.8583573949310234,0.884985563041386,0.9079242861726019
44206,54.145340450226314,8.669758244650438e-08,0.7579403272377286,0.7937921077959577,0.8025612233985671,0.8083520479093145,0.8116473410024904,0.7579403272377286,0.8296438883541867,0.8559512351620148,0.8811357074109721,0.9053577157523259
46000,53.41783905029297,0.002603607252240181,0.8447224895733076,0.8727141482194418,0.8796652764410223,0.8831221259758314,0.8849425322476332,0.8447224895733076,0.9007058068655759,0.9215591915303176,0.9366377927494386,0.9497914661533526
46128,53.61897974165659,5.418603787887832e-09,0.8427975617581007,0.870949631055502,0.8768848251523901,0.8813442412576196,0.8835426946952453,0.8427975617581007,0.8991017003529035,0.9169072826435676,0.9361565607956368,0.952037215271094
48000,55.25771349952335,8.940695295223122e-09,0.7967597048444016,0.8310073788899583,0.8396695540583895,0.8449149823548283,0.8475150353158052,0.7967597048444016,0.865255052935515,0.8912415784408084,0.9140198909207571,0.9326275264677575
48050,55.199002220517116,5.418603787887832e-09,0.8086300930381778,0.8410330445941611,0.8485188749866324,0.8531226606780024,0.8558372926755986,0.8086300930381778,0.8734359961501443,0.8958934873275586,0.9161052293872313,0.9359961501443695
49972,54.02062740023174,3.793021718934142e-08,0.8334937439846006,0.8666185434712865,0.873623141909956,0.8777055929847075,0.8796498082710787,0.8334937439846006,0.8997433429579724,0.9207571382739814,0.9385627205646455,0.9529996791786974
50000,53.60174960181827,0.0,0.8298042990054539,0.8622072505614373,0.8696930809539086,0.8738557373542937,0.875985697990029,0.8298042990054539,0.8946102021174206,0.9170676932948347,0.9353545075393006,0.9507539300609561
51894,55.14423552013579,0.0,0.8713506576836701,0.896214308630093,0.902149502726981,0.9057507218479307,0.9074764094494604,0.8713506576836701,0.9210779595765158,0.9388835418671799,0.9544433750401027,0.9671158164902149
52000,54.858527228945775,0.0,0.8581969842797562,0.8853865896695541,0.8903058496417494,0.8935220831996578,0.8956388035911615,0.8581969842797562,0.912576195059352,0.9273339749759384,0.9411292909849214,0.9566891241578441
53816,56.544739072285005,1.0837206687597245e-08,0.8649342316329804,0.8925248636509464,0.8972837129718746,0.901077424874345,0.902908015949402,0.8649342316329804,0.9201154956689124,0.9343920436316971,0.9507539300609561,0.9643888354186718
54000,56.02821465144082,2.2649665254448337e-07,0.8521013795316009,0.8792909849213988,0.8853865896695541,0.8896695540583894,0.8915996379302443,0.8521013795316009,0.9064805903111967,0.9247674045556625,0.9435354507539301,0.9581328200192493
55738,58.49177757142082,0.0,0.8389477061276869,0.8681424446583254,0.8747727515773713,0.8788070794567426,0.8809587464544153,0.8389477061276869,0.8973371831889637,0.917228103946102,0.9347128649342317,0.9507539300609561
56000,58.33671654595269,0.0,0.8514597369265319,0.879451395572666,0.8844775959790396,0.8887124371724948,0.8910540507508746,0.8514597369265319,0.9074430542188001,0.9225216554379211,0.940808469682387,0.9574911774141803
57660,57.80988251216828,0.0,0.8267564966313763,0.8549085659287776,0.8625548069725162,0.8670623462731258,0.8696576887625973,0.8267564966313763,0.8830606352261791,0.905999358357395,0.9255694578119987,0.9443375040102663
58000,57.49445772927905,0.0,0.8277189605389798,0.8569136990696182,0.8641321783766442,0.8689204363169715,0.8715140601208936,0.8277189605389798,0.8861084376002567,0.9077638755213346,0.9284568495348091,0.9480269489894129
59582,57.19070906866165,1.3925696293881629e-06,0.8065447545717036,0.8381456528713507,0.8469147684739599,0.851719067479414,0.8546445885594105,0.8065447545717036,0.8697465511709978,0.8960538979788258,0.9169072826435676,0.9385627205646455
60000,58.297492557101776,2.2559338503924664e-06,0.7731793391081168,0.8073468078280398,0.8162228638648272,0.821997647310448,0.825065819291036,0.7731793391081168,0.8415142765479627,0.8681424446583254,0.8931665062560153,0.9157844080846969
61504,58.62417281620086,0.0,0.774623034969522,0.8097529675970484,0.8193241364559939,0.8247219548711368,0.8281176319313952,0.774623034969522,0.8448829002245749,0.8735964068014116,0.8971767725376965,0.9220404234841193
62000,58.22714869181315,8.523323344888922e-07,0.7585819698427976,0.7940327237728585,0.8032296011121806,0.8086193989947599,0.8122329671896562,0.7585819698427976,0.8294834777029195,0.8570741097208855,0.8808148861084376,0.9077638755213346
63426,59.281717027936665,0.0,0.7967597048444016,0.8286012191209496,0.8367286921184899,0.8420703668056894,0.8450729104603023,0.7967597048444016,0.8604427333974976,0.8848251523901187,0.9082451074751363,0.9302213666987488
64000,58.88106815398685,2.1516430024348665e-06,0.8211421238370228,0.8530638434392044,0.8599080312266066,0.8647043096994974,0.8670517795397487,0.8211421238370228,0.884985563041386,0.9055181264035932,0.9262111004170677,0.9432146294513956
65348,59.353547898549884,0.0,0.849534809111325,0.8774462624318254,0.8839696289166933,0.8878756282750507,0.8895957142347903,0.849534809111325,0.9053577157523259,0.9249278152069298,0.9422521655437921,0.9544433750401027
66000,58.8037350366986,5.960464122267695e-09,0.8407122232916265,0.8694257298684632,0.8765372687413112,0.880475350229922,0.8824025696258612,0.8407122232916265,0.8981392364452999,0.9194738530638434,0.9367982034007059,0.9510747513634905
67270,58.68781032259502,0.0,0.8599615014436959,0.8858678216233558,0.8920168965886001,0.8953855202652122,0.8972967622510453,0.8599615014436959,0.9117741418030157,0.9302213666987488,0.9446583253128008,0.9587744626243182
68000,58.8779792180137,3.8710741137037985e-06,0.8286814244465832,0.8612447866538339,0.8677681531387018,0.8719869532670304,0.8740111192589537,0.8286814244465832,0.8938081488610844,0.9133782483156881,0.9318254732114213,0.9469040744305421
69192,59.078148493691096,0.0,0.8490535771575233,0.8772056464549246,0.8842637151106834,0.8877125441129291,0.8896438374301704,0.8490535771575233,0.9053577157523259,0.9265319217196022,0.9416105229387232,0.9557266602502407
70000,58.950025952051554,3.3942549180210335e-06,0.8506576836701957,0.8795316008982996,0.8850390332584751,0.8886562934445513,0.8909942150317512,0.8506576836701957,0.9084055181264036,0.9249278152069298,0.9404876483798524,0.9578119987167147
71114,58.99238828628782,0.0,0.8607635547000321,0.8857876162977222,0.8921505721313229,0.8956555448615121,0.8975382057432105,0.8607635547000321,0.9108116778954123,0.9299005453962144,0.9452999679178697,0.95925569457812
72000,58.78964820740715,0.0,0.865255052935515,0.8912415784408084,0.896160838413004,0.8994973799593627,0.9013014268909362,0.865255052935515,0.917228103946102,0.9319858838626884,0.9465832531280077,0.9595765158806545
73036,59.38577415829613,1.6255809143217448e-08,0.8644529996791787,0.8912415784408084,0.896855951235162,0.8997834456207893,0.9016265767348539,0.8644529996791787,0.9180301572024382,0.9348732755854989,0.9473853063843439,0.9615014436958614
74000,59.05292401994978,0.0,0.8665383381456528,0.891562399743343,0.8978184151427655,0.9012431825473212,0.9035163033238105,0.8665383381456528,0.916586461341033,0.9353545075393006,0.950112287455887,0.9659929419313442
74958,59.351187448652965,0.0,0.8708694257298685,0.8948508180943214,0.9005721313228532,0.9042134531066196,0.9061211304113133,0.8708694257298685,0.9188322104587745,0.9359961501443695,0.9518768046198267,0.965832531280077
